book_id,isbn,authors,original_publication_year,original_title,language_code,image_url
20,439023513,Suzanne Collins,2010.0,Mockingjay,eng,https://images.gr-assets.com/books/1358275419m/7260188.jpg
21,439358078,"J.K. Rowling, Mary GrandPré",2003.0,Harry Potter and the Order of the Phoenix,eng,https://images.gr-assets.com/books/1387141547m/2.jpg
22,316166685,Alice Sebold,2002.0,The Lovely Bones,eng,https://images.gr-assets.com/books/1457810586m/12232938.jpg
23,439064864,"J.K. Rowling, Mary GrandPré",1998.0,Harry Potter and the Chamber of Secrets,eng,https://images.gr-assets.com/books/1474169725m/15881.jpg
24,439139600,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,eng,https://images.gr-assets.com/books/1361482611m/6.jpg
25,545010225,"J.K. Rowling, Mary GrandPré",2007.0,Harry Potter and the Deathly Hallows,eng,https://images.gr-assets.com/books/1474171184m/136251.jpg
26,307277674,Dan Brown,2003.0,The Da Vinci Code,eng,https://images.gr-assets.com/books/1303252999m/968.jpg
27,439785960,"J.K. Rowling, Mary GrandPré",2005.0,Harry Potter and the Half-Blood Prince,eng,https://images.gr-assets.com/books/1361039191m/1.jpg
28,140283331,William Golding,1954.0,Lord of the Flies ,eng,https://images.gr-assets.com/books/1327869409m/7624.jpg
29,743477111,"William Shakespeare, Robert           Jackson",1595.0,An Excellent conceited Tragedie of Romeo and Juliet,eng,https://images.gr-assets.com/books/1327872146m/18135.jpg
30,297859382,Gillian Flynn,2012.0,Gone Girl,eng,https://images.gr-assets.com/books/1339602131m/8442457.jpg
31,399155341,Kathryn Stockett,2009.0,The Help,eng,https://images.gr-assets.com/books/1346100365m/4667024.jpg
32,142000671,John Steinbeck,1937.0,Of Mice and Men ,eng,https://images.gr-assets.com/books/1437235233m/890.jpg
33,739326228,Arthur Golden,1997.0,Memoirs of a Geisha,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
34,1612130291,E.L. James,2011.0,Fifty Shades of Grey,eng,https://images.gr-assets.com/books/1385207843m/10818853.jpg
35,61122416,"Paulo Coelho, Alan R. Clarke",1988.0,O Alquimista,eng,https://images.gr-assets.com/books/1483412266m/865.jpg
36,385732554,Lois Lowry,1993.0,The Giver,eng,https://images.gr-assets.com/books/1342493368m/3636.jpg
37,60764899,C.S. Lewis,1950.0,"The Lion, the Witch and the Wardrobe",eng,https://images.gr-assets.com/books/1353029077m/100915.jpg
38,965818675,Audrey Niffenegger,2003.0,The Time Traveler's Wife,eng,https://images.gr-assets.com/books/1437728815m/14050.jpg
39,553588486,George R.R. Martin,1996.0,A Game of Thrones,eng,https://images.gr-assets.com/books/1436732693m/13496.jpg
40,143038419,Elizabeth Gilbert,2006.0,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",eng,https://images.gr-assets.com/books/1503066414m/19501.jpg
41,786838655,Rick Riordan,2005.0,The Lightning Thief,eng,https://images.gr-assets.com/books/1400602609m/28187.jpg
42,451529308,Louisa May Alcott,1868.0,Little Women,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
43,142437204,"Charlotte Brontë, Michael Mason",1847.0,Jane Eyre,eng,https://images.gr-assets.com/books/1327867269m/10210.jpg
44,553816713,Nicholas Sparks,1996.0,The Notebook,eng,https://images.gr-assets.com/books/1385738917m/15931.jpg
45,770430074,Yann Martel,2001.0,Life of Pi,,https://images.gr-assets.com/books/1320562005m/4214.jpg
46,1565125606,Sara Gruen,2006.0,Water for Elephants,eng,https://images.gr-assets.com/books/1494428973m/43641.jpg
47,375831002,Markus Zusak,2005.0,The Book Thief,eng,https://images.gr-assets.com/books/1390053681m/19063.jpg
48,307347974,Ray Bradbury,1953.0,Fahrenheit 451,spa,https://images.gr-assets.com/books/1351643740m/4381.jpg
49,316160199,Stephenie Meyer,2006.0,"New Moon (Twilight, #2)",eng,https://images.gr-assets.com/books/1361039440m/49041.jpg
50,60513039,Shel Silverstein,1974.0,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,eng,https://images.gr-assets.com/books/1168052448m/30119.jpg
51,1416914285,Cassandra Clare,2007.0,City of Bones,eng,https://images.gr-assets.com/books/1432730315m/256683.jpg
52,316160202,Stephenie Meyer,2007.0,Eclipse,en-US,https://images.gr-assets.com/books/1361038355m/428263.jpg
53,375826696,Christopher Paolini,2002.0,Eragon,en-US,https://images.gr-assets.com/books/1366212852m/113436.jpg
54,345391802,Douglas Adams,1979.0,The Hitchhiker's Guide to the Galaxy,en-US,https://images.gr-assets.com/books/1327656754m/11.jpg
55,60929871,Aldous Huxley,1932.0,Brave New World,eng,https://images.gr-assets.com/books/1487389574m/5129.jpg
56,031606792X,Stephenie Meyer,2008.0,Breaking Dawn,en-US,https://images.gr-assets.com/books/1361039438m/1162543.jpg
57,142001740,Sue Monk Kidd,2001.0,The Secret Life of Bees,en-US,https://images.gr-assets.com/books/1473454532m/37435.jpg
58,142437174,"Mark Twain, John Seelye, Guy Cardwell",1884.0,The Adventures of Huckleberry Finn,eng,https://images.gr-assets.com/books/1405973850m/2956.jpg
59,64410935,"E.B. White, Garth Williams, Rosemary Wells",1952.0,Charlotte's Web,eng,https://images.gr-assets.com/books/1439632243m/24178.jpg
60,1400032717,Mark Haddon,2003.0,The Curious Incident of the Dog in the Night-Time,eng,https://images.gr-assets.com/books/1479863624m/1618.jpg
61,1594633665,Paula Hawkins,2015.0,The Girl on the Train,eng,https://images.gr-assets.com/books/1490903702m/22557272.jpg
62,679879242,Philip Pullman,1995.0,Northern Lights,eng,https://images.gr-assets.com/books/1451271747m/119322.jpg
63,393978893,"Emily Brontë, Richard J. Dunn",1847.0,Wuthering Heights,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
64,743454537,Jodi Picoult,2004.0,My Sister's Keeper,eng,https://images.gr-assets.com/books/1369504683m/10917.jpg
65,385333846,Kurt Vonnegut Jr.,1969.0,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",eng,https://images.gr-assets.com/books/1440319389m/4981.jpg
66,446675539,Margaret Mitchell,1936.0,Gone with the Wind,eng,https://images.gr-assets.com/books/1328025229m/18405.jpg
67,1594489505,Khaled Hosseini,2007.0,A Thousand Splendid Suns,eng,https://images.gr-assets.com/books/1345958969m/128029.jpg
68,671027344,Stephen Chbosky,1999.0,The Perks of Being a Wallflower,eng,https://images.gr-assets.com/books/1167352178m/22628.jpg
69,7442912,Veronica Roth,2012.0,Insurgent,eng,https://images.gr-assets.com/books/1325667729m/11735983.jpg
70,812550706,Orson Scott Card,1985.0,Ender's Game,eng,https://images.gr-assets.com/books/1408303130m/375802.jpg
71,141439475,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",1818.0,"Frankenstein; or, The Modern Prometheus",eng,https://images.gr-assets.com/books/1381512375m/18490.jpg
72,450040186,Stephen King,1977.0,The Shining,eng,https://images.gr-assets.com/books/1353277730m/11588.jpg
73,316068047,Stephenie Meyer,2008.0,The Host,en-US,https://images.gr-assets.com/books/1318009171m/1656001.jpg
74,142402516,John Green,2005.0,Looking for Alaska,eng,https://images.gr-assets.com/books/1394798630m/99561.jpg
75,014028009X,Helen Fielding,1996.0,,eng,https://images.gr-assets.com/books/1292060045m/227443.jpg
76,141439661,"Jane Austen, Tony Tanner, Ros Ballaster",1811.0,Sense and Sensibility,eng,https://images.gr-assets.com/books/1397245675m/14935.jpg
77,439244196,"Louis Sachar, Louis Sachar",1998.0,Holes,eng,https://images.gr-assets.com/books/1327781893m/38709.jpg
78,307275558,Lauren Weisberger,2003.0,The Devil Wears Prada,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
79,143039954,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",-720.0,Ὀδύσσεια,eng,https://images.gr-assets.com/books/1390173285m/1381.jpg
80,156012197,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",1946.0,Le Petit Prince,eng,https://images.gr-assets.com/books/1367545443m/157993.jpg
81,074324754X,Jeannette Walls,2005.0,The Glass Castle,eng,https://images.gr-assets.com/books/1400930557m/7445.jpg
82,385486804,Jon Krakauer,1996.0,Into the Wild,eng,https://images.gr-assets.com/books/1403173986m/1845.jpg
83,141439602,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1859.0,A Tale of Two Cities,eng,https://images.gr-assets.com/books/1344922523m/1953.jpg
84,030734813X,Michael Crichton,1990.0,Jurassic Park,spa,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
85,60256656,Shel Silverstein,1964.0,The Giving Tree,eng,https://images.gr-assets.com/books/1174210942m/370493.jpg
86,385338600,John Grisham,1989.0,A Time to Kill,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
87,374500010,"Elie Wiesel, Marion Wiesel",1958.0,Un di Velt Hot Geshvign,eng,https://images.gr-assets.com/books/1473495285m/1617.jpg
88,014241493X,John Green,2008.0,Paper Towns,en-US,https://images.gr-assets.com/books/1349013610m/6442769.jpg
89,345418263,William Goldman,1973.0,The Princess Bride,en-US,https://images.gr-assets.com/books/1327903636m/21787.jpg
90,014038572X,S.E. Hinton,1967.0,The Outsiders,en-US,https://images.gr-assets.com/books/1442129426m/231804.jpg
91,385737947,James Dashner,2009.0,The Maze Runner,eng,https://images.gr-assets.com/books/1375596592m/6186357.jpg
92,61234001,"Steven D. Levitt, Stephen J. Dubner",2005.0,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,en-US,https://images.gr-assets.com/books/1327909092m/1202.jpg
93,517189607,Frances Hodgson Burnett,1911.0,The Secret Garden,eng,https://images.gr-assets.com/books/1327873635m/2998.jpg
94,60531045,"Gabriel García Márquez, Gregory Rabassa",1967.0,Cien años de soledad,eng,https://images.gr-assets.com/books/1327881361m/320.jpg
95,375751513,"Oscar Wilde, Jeffrey Eugenides",1891.0,The Picture of Dorian Gray,eng,https://images.gr-assets.com/books/1424596966m/5297.jpg
96,345803507,E.L. James,2012.0,Fifty Shades Freed,eng,https://images.gr-assets.com/books/1336418837m/13536860.jpg
97,393970124,"Bram Stoker, Nina Auerbach, David J. Skal",1897.0,Dracula,eng,https://images.gr-assets.com/books/1387151694m/17245.jpg
98,307269981,"Stieg Larsson, Reg Keeland",2006.0,Flickan som lekte med elden,eng,https://images.gr-assets.com/books/1351778881m/5060378.jpg
99,1612130585,E.L. James,2011.0,Fifty Shades Darker,eng,https://images.gr-assets.com/books/1358266080m/11857408.jpg
100,60786507,Barbara Kingsolver,1998.0,The Poisonwood Bible,eng,https://images.gr-assets.com/books/1412242487m/7244.jpg
101,349113912,David Sedaris,2000.0,Me Talk Pretty One Day,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
102,99408392,Maurice Sendak,1963.0,Where the Wild Things Are,eng,https://images.gr-assets.com/books/1384434560m/19543.jpg
103,140449264,"Alexandre Dumas, Robin Buss",1844.0,Le Comte de Monte-Cristo,eng,https://images.gr-assets.com/books/1309203605m/7126.jpg
104,307265439,Cormac McCarthy,2006.0,The Road,eng,https://images.gr-assets.com/books/1439197219m/6288.jpg
105,7524277,Veronica Roth,2013.0,Allegiant,eng,https://images.gr-assets.com/books/1395582745m/18710190.jpg
106,,Tina Fey,2011.0,Bossypants,eng,https://images.gr-assets.com/books/1481509554m/9418327.jpg
107,446693804,Nicholas Sparks,1999.0,A Walk to Remember,en-US,https://images.gr-assets.com/books/1385738968m/3473.jpg
108,440241413,Sophie Kinsella,2000.0,Confessions of a Shopaholic,eng,https://images.gr-assets.com/books/1327872404m/9416.jpg
109,451525264,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862.0,Les Misérables,eng,https://images.gr-assets.com/books/1411852091m/24280.jpg
110,553381695,George R.R. Martin,1998.0,A Clash of Kings,eng,https://images.gr-assets.com/books/1358254974m/10572.jpg
111,143037145,Kim Edwards,2005.0,The Memory Keeper's Daughter,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
112,670026603,Jojo Moyes,2012.0,Me Before You,eng,https://images.gr-assets.com/books/1357108762m/15507958.jpg
113,684833395,Joseph Heller,1961.0,Catch-22,en-US,https://images.gr-assets.com/books/1463157317m/168668.jpg
114,751529818,"Mitch Albom, Saulius Dagys",1997.0,Tuesdays with Morrie,eng,https://images.gr-assets.com/books/1423763749m/6900.jpg
115,312422156,Jeffrey Eugenides,2002.0,Middlesex,en-US,https://images.gr-assets.com/books/1437029776m/2187.jpg
116,143039563,"Mark Twain, Guy Cardwell, John Seelye",1876.0,The Adventures of Tom Sawyer,eng,https://images.gr-assets.com/books/1404811979m/24583.jpg
117,440498058,Madeleine L'Engle,1962.0,A Wrinkle in Time,en-US,https://images.gr-assets.com/books/1329061522m/18131.jpg
118,143038095,Amy Tan,1989.0,The Joy Luck Club,eng,https://images.gr-assets.com/books/1304978653m/7763.jpg
119,038549081X,Margaret Atwood,1985.0,The Handmaid's Tale,eng,https://images.gr-assets.com/books/1498057733m/38447.jpg
120,385729332,Ann Brashares,2001.0,The Sisterhood of the Traveling Pants,eng,https://images.gr-assets.com/books/1461611233m/452306.jpg
121,,"Vladimir Nabokov, Craig Raine",1955.0,Lolita,eng,https://images.gr-assets.com/books/1377756377m/7604.jpg
122,60987103,"Gregory Maguire, Douglas Smith",1995.0,Wicked: The Life and Times of the Wicked Witch of the West,eng,https://images.gr-assets.com/books/1437733293m/37442.jpg
123,582418275,John Grisham,1991.0,The Firm,eng,https://images.gr-assets.com/books/1418465200m/5358.jpg
124,316098337,Emma Donoghue,2010.0,Room,eng,https://images.gr-assets.com/books/1344265419m/7937843.jpg
125,521618746,"William Shakespeare, Richard Andrews, Rex Gibson",1600.0,"The Tragicall Historie of Hamlet, Prince of Denmark",eng,https://images.gr-assets.com/books/1351051208m/1420.jpg
126,340839937,Frank Herbert,1965.0,Dune,eng,https://images.gr-assets.com/books/1434908555m/234225.jpg
127,316346624,Malcolm Gladwell,2000.0,The Tipping Point: How Little Things Can Make a Big Difference,eng,https://images.gr-assets.com/books/1473396980m/2612.jpg
128,1451648537,Walter Isaacson,2011.0,Steve Jobs,eng,https://images.gr-assets.com/books/1327861368m/11084145.jpg
129,451163966,Ken Kesey,1962.0,One Flew Over the Cuckoo's Nest,eng,https://images.gr-assets.com/books/1485308778m/332613.jpg
130,684830493,Ernest Hemingway,1952.0,The Old Man and the Sea,eng,https://images.gr-assets.com/books/1329189714m/2165.jpg
131,142000663,John Steinbeck,1939.0,The Grapes of Wrath,eng,https://images.gr-assets.com/books/1352912927m/4395.jpg
132,1401308589,Mitch Albom,2003.0,The Five People You Meet in Heaven,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
133,451528824,L.M. Montgomery,1908.0,Anne of Green Gables,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
134,1416914307,Cassandra Clare,2009.0,City of Glass,en-US,https://images.gr-assets.com/books/1369452339m/3777732.jpg
135,055357342X,George R.R. Martin,2000.0,A Storm of Swords,eng,https://images.gr-assets.com/books/1497931121m/62291.jpg
136,006075995X,Rebecca Wells,1996.0,Divine Secrets of the Ya-Ya Sisterhood,en-US,https://images.gr-assets.com/books/1408313524m/137791.jpg
137,440242940,Diana Gabaldon,1991.0,Outlander,eng,https://images.gr-assets.com/books/1402600310m/10964.jpg
138,142437263,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850.0,The Scarlet Letter,eng,https://images.gr-assets.com/books/1404810944m/12296.jpg
139,1594744769,Ransom Riggs,2011.0,Miss Peregrine’s Home for Peculiar Children,en-US,https://images.gr-assets.com/books/1472782916m/9460487.jpg
140,030726999X,"Stieg Larsson, Reg Keeland",2007.0,Luftslottet som sprängdes,en-US,https://images.gr-assets.com/books/1327708260m/6892870.jpg
141,804139024,Andy Weir,2012.0,The Martian,eng,https://images.gr-assets.com/books/1413706054m/18007564.jpg
142,451207149,Ken Follett,1989.0,The Pillars of the Earth,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
143,1476746583,Anthony Doerr,2014.0,,eng,https://images.gr-assets.com/books/1451445646m/18143977.jpg
144,1400064163,Laura Hillenbrand,2010.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",eng,https://images.gr-assets.com/books/1327861115m/8664353.jpg
145,671027387,Dan Brown,2001.0,Deception Point,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
146,316055433,Donna Tartt,2013.0,The Goldfinch,eng,https://images.gr-assets.com/books/1451554970m/17333223.jpg
147,1595141715,Jay Asher,2007.0,Thirteen Reasons Why,eng,https://images.gr-assets.com/books/1333822506m/1217100.jpg
148,452287022,Tracy Chevalier,1999.0,Girl with a Pearl Earring,eng,https://images.gr-assets.com/books/1327197580m/2865.jpg
149,525421033,Gayle Forman,2009.0,If I Stay,en-US,https://images.gr-assets.com/books/1347462970m/4374400.jpg
150,312353766,Anita Diamant,1997.0,The Red Tent,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
151,786856866,Rick Riordan,2006.0,The Sea of Monsters,eng,https://images.gr-assets.com/books/1400602661m/28186.jpg
152,446528056,Nicholas Sparks,2006.0,Dear John,en-US,https://images.gr-assets.com/books/1397749854m/5526.jpg
153,1416914293,Cassandra Clare,2008.0,City of Ashes,eng,https://images.gr-assets.com/books/1432730356m/1582996.jpg
154,743477103,William Shakespeare,1606.0,The Tragedy of Macbeth,eng,https://images.gr-assets.com/books/1459795224m/8852.jpg
155,618346260,J.R.R. Tolkien,1954.0,The Two Towers,en-US,https://images.gr-assets.com/books/1298415523m/15241.jpg
156,031232118X,Emily Giffin,2004.0,Something Borrowed,eng,https://images.gr-assets.com/books/1305063535m/42156.jpg
157,394800168,"Dr. Seuss, לאה נאור",1960.0,Green Eggs and Ham,en-US,https://images.gr-assets.com/books/1468680100m/23772.jpg
158,142403881,"Roald Dahl, Quentin Blake",1964.0,Charlie and the Chocolate Factory,eng,https://images.gr-assets.com/books/1309211401m/6310.jpg
159,1423101464,Rick Riordan,2008.0,The Battle of the Labyrinth,eng,https://images.gr-assets.com/books/1443142158m/2120932.jpg
160,192833596,Charles Dickens,1860.0,Great Expectations,eng,https://images.gr-assets.com/books/1327920219m/2623.jpg
161,345339738,J.R.R. Tolkien,1955.0,The Return of the King,en-US,https://images.gr-assets.com/books/1389977161m/18512.jpg
162,,"Albert Camus, Matthew    Ward",1942.0,L’Étranger,eng,https://images.gr-assets.com/books/1349927872m/49552.jpg
163,142311339X,Rick Riordan,2010.0,The Lost Hero,eng,https://images.gr-assets.com/books/1464201003m/7736182.jpg
164,1250012570,Rainbow Rowell,2013.0,Eleanor & Park,eng,https://images.gr-assets.com/books/1341952742m/15745753.jpg
165,055358202X,George R.R. Martin,2005.0,A Feast for Crows,en-US,https://images.gr-assets.com/books/1429538615m/13497.jpg
166,525423648,Ally Condie,2010.0,Matched,eng,https://images.gr-assets.com/books/1367706191m/7735333.jpg
167,747263744,Neil Gaiman,2001.0,American Gods,eng,https://images.gr-assets.com/books/1258417001m/4407.jpg
168,385199570,"Stephen King, Bernie Wrightson",1978.0,The Stand,en-US,https://images.gr-assets.com/books/1213131305m/149267.jpg
169,446547565,Nicholas Sparks,2008.0,The Last Song,en-GB,https://images.gr-assets.com/books/1286549186m/6400090.jpg
170,552151696,Dan Brown,1998.0,Digital Fortress,en-GB,https://images.gr-assets.com/books/1360095966m/11125.jpg
171,141439580,"Jane Austen, Fiona Stafford",1815.0,Emma,eng,https://images.gr-assets.com/books/1373627931m/6969.jpg
172,345803922,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877.0,Анна Каренина,eng,https://images.gr-assets.com/books/1352422904m/15823480.jpg
173,393312836,Anthony Burgess,1962.0,A Clockwork Orange,eng,https://images.gr-assets.com/books/1348339306m/227463.jpg
174,964729237,William Paul Young,2007.0,The Shack: Where Tragedy Confronts Eternity,eng,https://images.gr-assets.com/books/1344270232m/1812457.jpg
175,739380338,Rick Riordan,2009.0,The Last Olympian,eng,https://images.gr-assets.com/books/1327924597m/4502507.jpg
176,451169514,Stephen King,1986.0,It,en-US,https://images.gr-assets.com/books/1309376909m/18342.jpg
177,143058142,"Fyodor Dostoyevsky, David McDuff",1866.0,Преступление и наказание,eng,https://images.gr-assets.com/books/1382846449m/7144.jpg
178,61148512,Sylvia Plath,1963.0,The Bell Jar,en-US,https://images.gr-assets.com/books/1473890514m/6514.jpg
179,7205236,Frank McCourt,1996.0,Angela's Ashes: A Memoir,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
180,553208845,"Hermann Hesse, Hilda Rosner",1922.0,Siddhartha,eng,https://images.gr-assets.com/books/1428715580m/52036.jpg
181,679745580,Truman Capote,1965.0,In Cold Blood,eng,https://images.gr-assets.com/books/1424931136m/168642.jpg
182,316042676,"Kami Garcia, Margaret Stohl",2009.0,Beautiful Creatures,eng,https://images.gr-assets.com/books/1327873282m/6304335.jpg
183,1416975861,Cassandra Clare,2010.0,Clockwork Angel,eng,https://images.gr-assets.com/books/1454962884m/7171637.jpg
184,141301066,"Roald Dahl, Quentin Blake",1988.0,Matilda,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
185,385534639,Erin Morgenstern,2011.0,The Night Circus,eng,https://images.gr-assets.com/books/1387124618m/9361589.jpg
186,743227441,Philippa Gregory,2001.0,The Other Boleyn Girl,eng,https://images.gr-assets.com/books/1355932638m/37470.jpg
187,689865384,Scott Westerfeld,2005.0,Uglies,eng,https://images.gr-assets.com/books/1443904172m/24770.jpg
188,,George R.R. Martin,2011.0,A Dance with Dragons,eng,https://images.gr-assets.com/books/1327885335m/10664113.jpg
189,618640150,J.R.R. Tolkien,1955.0,The Lord of the Rings,eng,https://images.gr-assets.com/books/1411114164m/33.jpg
190,307592731,Cheryl Strayed,2012.0,Wild: From Lost to Found on the Pacific Crest Trail ,eng,https://images.gr-assets.com/books/1453189881m/12262741.jpg
191,930289234,"Alan Moore, Dave Gibbons, John Higgins",1987.0,Watchmen,en-US,https://images.gr-assets.com/books/1442239711m/472331.jpg
192,075640407X,Patrick Rothfuss,2007.0,The Name of the Wind,eng,https://images.gr-assets.com/books/1472068073m/186074.jpg
193,316017922,Malcolm Gladwell,2008.0,Outliers: The Story of Success,en-US,https://images.gr-assets.com/books/1344266315m/3228917.jpg
194,142437247,"Herman Melville, Andrew Delbanco, Tom Quirk",1851.0,"Moby Dick; or, The Whale",eng,https://images.gr-assets.com/books/1327940656m/153747.jpg
195,385340990,"Mary Ann Shaffer, Annie Barrows",2008.0,The Guernsey Literary and Potato Peel Pie Society,eng,https://images.gr-assets.com/books/1351979318m/2728527.jpg
196,393327345,Chuck Palahniuk,1996.0,Fight Club,eng,https://images.gr-assets.com/books/1357128997m/5759.jpg
197,441008534,Charlaine Harris,2001.0,Dead Until Dark,en-US,https://images.gr-assets.com/books/1468560853m/301082.jpg
198,671727796,Alice Walker,1982.0,The Color Purple,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
199,739461192,John Grogan,2005.0,Marley & Me: Life and Love with the World's Worst Dog,eng,https://images.gr-assets.com/books/1308858322m/12691.jpg
200,312330871,Agatha Christie,1939.0,Ten Little Niggers,eng,https://images.gr-assets.com/books/1391120695m/16299.jpg
201,385504225,Dan Brown,2009.0,The Lost Symbol,eng,https://images.gr-assets.com/books/1358274396m/6411961.jpg
202,1416989412,Becca Fitzpatrick,2009.0,"Hush, Hush",en-US,https://images.gr-assets.com/books/1358261334m/6339664.jpg
203,,Jamie McGuire,2011.0,Beautiful Disaster,eng,https://images.gr-assets.com/books/1358259032m/11505797.jpg
204,1561797464,Charles Dickens,1843.0,A Christmas Carol,,https://images.gr-assets.com/books/1406512317m/5326.jpg
205,345476875,Anne Rice,1976.0,Interview with the Vampire,eng,https://images.gr-assets.com/books/1380631642m/43763.jpg
206,62059939,Kiera Cass,2012.0,The Selection,en-US,https://images.gr-assets.com/books/1322103400m/10507293.jpg
207,312362080,Janet Evanovich,1994.0,One for the Money,en-US,https://images.gr-assets.com/books/1316730230m/6853.jpg
208,1400052173,Rebecca Skloot,2010.0,The Immortal Life of Henrietta Lacks,eng,https://images.gr-assets.com/books/1327878144m/6493208.jpg
209,99446782,Thomas Harris,1988.0,The Silence of the Lambs,eng,https://images.gr-assets.com/books/1390426249m/23807.jpg
210,159514174X,Richelle Mead,2007.0,,en-US,https://images.gr-assets.com/books/1361098973m/345627.jpg
211,316010669,Malcolm Gladwell,2005.0,Blink: The Power of Thinking Without Thinking,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
